student_id,age,attendance_percentage,current_gpa,failed_subjects,backlogs,assignment_completion_percentage,internal_assessment_marks,exam_score,lms_activity_score,fee_pending,counseling_sessions,dropout
STU2043,21,65.3,7.18,0,0,64.2,44.7,66.6,75.3,0,1,0
STU2736,22,70.6,4.94,0,0,89.5,77.7,60.6,100.0,0,0,0
STU2402,20,85.9,7.53,2,2,93.3,69.2,57.7,36.7,0,0,0
STU2381,22,78.7,8.03,1,1,81.8,69.4,52.4,72.7,0,1,0
STU1596,20,66.1,7.67,3,3,100.0,91.2,65.6,31.1,0,1,0
STU1062,20,96.7,7.86,0,0,72.4,49.1,41.7,78.2,0,0,0
STU2297,18,81.3,6.06,1,1,81.4,79.3,61.7,69.9,0,2,0
STU1873,21,63.1,5.45,0,0,77.1,68.4,66.7,78.1,0,0,0
STU2490,21,73.2,6.08,0,0,76.4,65.9,70.0,70.9,0,1,0
STU2879,22,60.4,8.08,1,1,99.1,54.5,88.4,79.6,0,0,0
STU1279,22,69.4,6.42,1,0,65.4,79.7,40.9,80.0,0,1,1
STU1037,20,70.4,9.0,1,1,83.7,34.7,64.1,100.0,0,3,0
STU2976,22,79.6,6.8,1,2,79.5,55.0,48.1,55.8,0,2,1
STU1663,19,71.8,7.37,2,2,67.6,55.8,47.8,67.5,0,0,0
STU2954,20,71.1,7.23,0,0,100.0,67.4,57.0,67.7,1,0,0
STU2445,20,89.3,7.96,1,1,72.4,46.4,90.1,47.7,0,1,0
STU1978,20,74.5,7.36,1,1,92.7,89.9,65.1,66.6,1,1,0
STU2572,20,85.4,6.46,1,0,79.3,69.5,65.3,77.0,0,0,0
STU1739,18,100.0,7.61,0,0,61.8,84.4,46.2,47.9,0,1,0
STU1192,20,64.8,7.62,2,2,67.7,60.9,92.0,58.0,0,0,0
STU1920,18,86.9,7.77,1,0,72.1,80.4,78.0,75.4,0,0,0
STU1457,22,88.0,6.18,1,0,59.0,62.0,48.1,58.9,0,0,0
STU1676,21,80.4,8.12,0,0,75.9,70.5,81.3,58.9,0,2,0
STU1761,22,67.7,6.98,0,0,80.9,72.2,48.3,54.0,1,2,0
STU2808,20,77.9,6.65,0,0,72.1,52.3,72.0,91.6,0,0,0
STU2603,22,59.3,7.43,0,1,78.2,51.1,90.6,75.2,0,1,0
STU1729,19,98.1,7.12,1,1,64.5,66.3,49.7,68.5,1,1,0
STU1413,20,55.6,7.55,2,1,92.7,83.2,63.6,77.8,0,0,1
STU2099,22,100.0,5.85,1,1,72.8,75.5,73.2,79.1,0,0,0
STU1826,21,74.6,6.15,1,1,79.1,31.2,54.2,55.8,0,1,1
STU2640,20,59.8,7.38,0,0,54.3,80.0,43.5,63.7,0,0,0
STU1617,21,75.9,3.99,1,1,65.8,79.0,39.4,61.0,1,2,1
STU1115,21,81.9,5.99,0,0,65.6,76.3,64.5,52.6,0,3,0
STU1418,22,68.4,7.11,2,3,73.9,61.6,37.8,71.3,1,1,0
STU2911,19,92.2,8.42,1,0,88.6,56.4,59.0,52.6,0,0,0
STU1970,21,75.6,7.14,0,0,54.0,72.1,70.5,59.9,1,2,0
STU1605,20,90.1,6.68,0,0,84.8,59.2,64.5,61.7,1,0,0
STU2919,20,78.7,7.25,1,2,100.0,59.6,67.9,65.2,0,2,0
STU1090,21,81.6,7.55,0,0,79.6,63.4,58.1,73.4,0,0,0
STU1849,20,85.4,6.06,0,3,60.0,65.7,67.3,84.3,0,1,0
STU2520,18,83.9,5.81,2,1,53.1,48.4,40.5,100.0,1,0,0
STU2918,22,68.2,6.94,0,0,87.6,40.4,71.0,50.3,0,0,1
STU1754,23,77.4,5.37,0,0,69.3,86.0,52.2,67.8,1,0,0
STU1499,18,69.4,7.04,0,0,75.4,66.7,60.9,67.1,1,0,0
STU2277,20,87.5,6.92,0,0,96.6,57.7,53.1,81.2,0,2,0
STU2326,22,79.4,8.43,1,2,79.4,58.2,35.0,57.8,0,1,0
STU1012,22,97.3,7.06,2,1,89.4,79.9,49.7,71.1,0,1,0
STU1397,21,70.7,6.87,0,0,86.6,66.4,59.2,65.5,0,1,0
STU1285,19,81.5,6.39,2,2,73.2,57.2,47.6,73.0,0,0,0
STU2067,19,79.1,4.68,2,3,74.8,80.2,47.6,42.4,0,1,0
STU2192,22,66.1,7.31,1,0,81.7,67.1,40.7,66.5,0,0,0
STU2745,21,100.0,7.32,1,1,86.5,71.5,34.3,49.7,0,0,1
STU1691,21,60.6,7.91,0,0,69.4,60.9,79.7,58.9,0,3,0
STU2753,20,73.9,7.92,0,0,89.8,62.4,74.9,89.4,0,2,0
STU2876,18,80.8,7.91,0,0,66.9,69.0,70.2,65.8,0,0,0
STU1690,20,53.1,6.21,0,1,85.0,38.0,72.7,61.4,1,1,1
STU1852,20,93.2,6.6,1,0,79.7,67.6,47.4,66.5,0,1,0
STU1160,19,67.1,7.26,2,2,76.2,73.6,82.9,51.5,0,2,1
STU1896,22,61.5,6.71,1,2,53.7,79.1,88.1,66.8,0,0,0
STU2576,19,53.2,6.72,0,1,91.8,56.2,47.4,71.3,0,2,0
STU1258,20,79.0,7.92,0,0,80.1,59.4,48.9,60.4,0,2,0
STU1336,19,77.0,5.95,0,0,74.3,62.7,64.9,72.3,0,1,0
STU2880,18,79.6,7.96,2,2,60.6,48.8,71.5,49.5,0,1,0
STU2040,21,75.1,5.68,2,2,74.1,53.3,56.0,61.5,0,2,0
STU1516,21,69.0,7.75,0,1,62.5,68.4,52.1,85.8,0,1,0
STU2349,22,82.5,7.3,0,0,58.6,53.0,77.4,57.9,0,0,0
STU2016,19,69.2,6.38,0,2,51.9,63.6,77.5,75.8,0,0,0
STU1769,19,85.9,5.3,1,2,100.0,69.9,57.9,65.5,0,2,1
STU2747,20,56.0,4.98,1,1,64.4,87.0,95.0,73.1,0,1,0
STU1762,21,56.6,9.66,0,0,69.0,31.5,76.0,36.7,0,1,0
STU2247,20,65.9,10.0,2,2,61.7,57.4,61.0,78.4,0,0,0
STU2204,20,89.3,5.61,0,0,82.2,72.3,75.9,55.5,0,0,0
STU2468,19,53.2,8.28,2,3,89.7,56.5,57.0,69.2,0,1,0
STU2984,20,59.6,7.5,1,1,92.4,43.5,95.0,49.8,0,0,0
STU1522,19,97.4,7.12,0,1,63.5,69.0,44.9,64.4,0,1,0
STU1023,22,77.6,5.44,1,1,54.5,60.5,50.1,70.2,0,0,0
STU1357,21,77.8,7.64,0,1,85.9,62.7,50.0,61.7,0,0,0
STU2278,23,50.7,6.33,1,1,51.4,55.3,40.8,66.9,0,0,0
STU2313,20,73.9,7.29,0,0,75.9,55.8,60.0,69.7,0,1,0
STU2683,20,77.6,6.42,0,1,54.0,39.5,65.7,82.9,0,0,0
STU1341,18,93.8,4.76,0,3,67.7,60.3,74.4,60.8,0,0,1
STU1432,21,88.3,5.14,1,2,82.0,58.2,77.4,55.9,0,0,0
STU1474,21,83.0,7.69,0,0,61.5,78.2,34.3,70.8,0,0,0
STU1218,22,74.8,7.28,0,0,38.4,61.1,47.0,61.3,0,0,0
STU1912,21,98.7,7.3,1,1,69.8,81.6,67.3,58.4,1,1,0
STU2228,20,75.2,6.52,2,1,85.2,71.1,36.0,52.0,0,0,1
STU2597,21,70.9,6.61,1,0,76.2,61.6,44.3,56.6,1,0,0
STU2012,22,71.8,5.53,0,0,72.6,64.2,75.3,44.8,0,1,0
STU2950,23,75.5,10.0,0,0,72.8,57.8,48.8,67.7,0,0,0
STU1094,20,85.8,5.62,1,1,68.9,56.8,64.4,78.7,1,1,1
STU2009,21,72.8,5.98,0,1,73.6,67.2,78.4,84.9,0,1,0
STU2071,20,86.3,6.32,0,1,82.3,61.5,40.3,69.3,0,0,0
STU2093,22,87.2,5.46,2,2,83.6,79.6,48.9,97.0,0,0,0
STU2915,22,49.2,7.33,0,1,72.5,66.2,70.4,77.8,0,2,0
STU2309,18,63.9,8.15,0,1,70.7,74.4,71.5,46.2,0,2,0
STU1697,18,81.9,7.52,0,0,71.5,81.0,81.3,59.5,1,1,0
STU2828,23,78.8,9.33,0,0,53.9,47.3,81.3,82.7,0,1,0
STU1997,21,61.5,6.46,0,0,72.5,63.1,58.9,48.4,0,0,0
STU1154,20,63.1,5.96,0,0,44.4,45.5,94.6,45.1,0,1,0
STU2100,22,83.1,5.78,0,0,85.9,51.5,49.7,65.7,0,0,0
STU2719,21,81.5,7.84,0,0,89.1,63.8,62.8,66.3,0,1,0
STU2998,20,73.1,8.41,1,1,58.5,74.6,63.7,65.6,0,0,0
STU1790,20,70.6,7.38,0,1,96.2,83.9,62.8,60.8,0,0,0
STU1581,18,64.1,6.45,0,1,90.9,46.6,39.5,70.4,0,0,0
STU1704,20,90.2,7.07,1,1,47.4,49.3,82.0,56.6,0,0,0
STU2213,20,84.4,6.25,0,0,73.6,82.4,82.9,61.0,0,0,0
STU2296,22,83.4,8.26,1,1,51.4,48.3,81.7,95.2,1,1,0
STU2666,20,57.0,6.7,0,0,54.3,62.9,68.4,61.2,0,1,0
STU2261,22,77.3,7.32,1,1,66.5,72.1,59.0,73.2,0,1,0
STU1488,21,86.2,5.75,1,0,88.5,77.5,68.5,72.9,0,1,0
STU1560,19,93.9,5.54,2,2,88.4,40.6,53.3,72.3,0,1,0
STU2142,18,100.0,3.93,0,1,91.8,66.1,83.3,90.6,0,0,0
STU2120,19,61.0,7.45,0,0,82.0,63.0,48.2,65.9,0,0,0
STU1802,19,87.6,7.34,1,1,82.3,68.9,51.2,31.8,0,1,0
STU1513,21,78.6,8.07,0,0,77.6,57.9,81.8,82.3,0,1,0
STU1634,18,76.1,5.62,0,0,71.4,50.6,52.3,89.0,0,1,0
STU2922,22,72.2,8.51,1,1,56.7,57.6,38.4,60.3,0,0,0
STU2788,18,76.5,5.89,1,1,100.0,73.4,35.1,70.3,0,0,0
STU2546,20,68.2,8.47,1,1,100.0,40.9,50.3,63.0,0,0,0
STU2151,21,79.2,8.43,2,2,79.6,57.4,78.5,55.2,0,0,0
STU1791,20,93.8,5.07,1,2,76.2,41.2,41.9,78.5,1,0,1
STU1117,21,76.8,7.93,0,0,53.9,70.1,84.6,86.9,0,2,0
STU1741,22,65.8,6.53,0,0,76.8,68.8,65.2,65.1,0,2,1
STU2691,20,84.6,8.61,0,0,73.8,44.6,73.1,87.6,0,4,0
STU2082,20,62.7,6.16,4,4,82.1,67.9,76.0,63.3,0,0,0
STU1831,21,65.0,5.48,1,1,57.1,48.8,41.3,100.0,0,0,1
STU1120,20,85.3,6.07,2,2,68.0,62.8,54.7,65.4,0,0,0
STU1657,19,79.2,5.93,2,1,85.7,71.3,68.1,88.7,0,0,0
STU2908,21,63.4,5.93,2,3,56.3,52.4,89.5,67.3,0,0,0
STU1636,20,90.5,5.6,1,0,64.9,95.0,81.0,41.4,0,1,0
STU1370,22,85.5,7.54,0,1,78.1,29.1,81.6,54.0,0,2,0
STU1269,21,53.8,7.96,0,1,76.5,42.3,60.5,45.7,0,1,0
STU1656,21,69.0,6.72,0,2,70.6,53.1,44.6,60.9,0,1,0
STU1936,21,43.1,6.13,0,0,73.2,55.2,61.0,73.9,0,0,0
STU1823,19,84.1,8.27,0,0,60.7,79.0,41.2,86.6,0,0,0
STU1867,19,82.1,5.9,1,1,83.1,67.0,52.1,97.5,0,0,0
STU1047,22,83.9,6.63,0,1,100.0,55.7,59.7,45.5,0,0,0
STU2374,18,69.0,6.18,1,1,42.8,70.8,58.4,82.5,0,0,0
STU2709,22,74.3,6.97,1,1,100.0,66.0,65.2,52.2,0,0,0
STU1992,22,95.5,6.73,1,1,69.1,43.1,79.5,56.3,0,0,0
STU1877,20,60.1,7.74,0,0,54.2,47.8,52.7,76.4,1,0,0
STU1774,22,74.0,7.45,0,1,91.7,35.4,67.7,48.1,1,0,0
STU2220,22,88.0,7.4,0,1,68.7,57.5,70.5,86.5,0,2,0
STU3000,23,61.0,5.42,1,1,74.0,57.3,50.0,65.5,0,0,0
STU1005,18,59.1,8.23,0,0,58.2,44.4,58.8,78.2,1,0,0
STU2004,21,57.4,7.23,0,0,83.5,61.1,72.9,36.1,0,0,0
STU2724,23,86.9,9.98,0,0,72.4,62.9,40.3,56.1,1,1,0
STU1264,20,73.7,7.67,0,0,65.2,52.0,69.6,59.5,0,1,0
STU2570,18,86.2,7.0,0,0,71.7,67.4,51.2,63.7,0,1,0
STU2831,21,64.4,5.69,0,2,82.6,58.0,76.2,87.6,0,2,0
STU1444,22,84.9,5.78,1,1,75.0,67.5,72.0,63.1,0,2,0
STU2003,20,99.6,6.1,1,1,71.3,63.3,31.9,66.3,0,0,1
STU2078,24,55.3,6.87,1,1,87.2,64.4,84.1,73.7,0,3,0
STU1838,22,78.8,5.78,3,3,69.5,86.8,34.2,74.0,0,1,0
STU2791,18,70.3,7.93,2,1,82.9,73.4,54.6,51.3,0,2,0
STU1305,20,80.4,6.81,0,0,69.5,54.0,67.0,60.7,0,1,0
STU2366,21,60.6,8.79,3,3,73.1,30.7,68.3,94.7,0,1,0
STU2558,22,80.9,7.29,3,3,100.0,71.8,71.0,50.2,1,0,0
STU1314,21,76.7,7.05,0,0,77.6,77.0,46.3,49.9,0,0,0
STU1150,21,77.5,5.07,1,1,61.8,66.7,67.1,46.2,0,2,0
STU2149,22,97.3,6.8,0,0,78.2,58.2,57.3,49.4,0,0,1
STU2214,20,63.7,6.36,0,0,64.7,91.1,58.3,77.9,0,1,0
STU1575,21,75.1,7.84,1,0,100.0,44.2,49.4,34.0,0,0,0
STU1051,21,85.2,7.69,0,0,46.7,67.3,64.2,97.8,0,0,0
STU2553,20,88.4,7.36,0,1,77.1,84.4,42.4,66.9,1,2,0
STU1727,21,65.1,6.48,0,1,63.8,76.9,22.9,44.4,0,3,1
STU1834,20,64.1,5.99,2,3,93.5,93.5,44.9,79.5,0,4,0
STU2378,21,72.6,6.48,1,1,83.1,60.4,45.9,26.0,0,1,0
STU2116,21,85.0,7.39,2,2,88.9,66.9,95.0,68.6,1,0,0
STU2167,24,65.5,4.91,1,2,75.2,54.7,51.2,52.3,0,2,0
STU1471,21,70.5,7.1,0,0,60.0,39.6,58.4,80.1,0,0,0
STU1972,20,75.4,5.39,0,0,80.7,68.9,78.8,53.5,0,0,0
STU1654,19,66.1,6.35,2,1,73.6,53.2,53.8,55.3,0,0,0
STU1400,20,83.1,5.53,1,1,88.3,69.4,48.4,81.2,0,2,0
STU1512,20,96.5,6.63,1,0,92.4,61.4,57.9,100.0,0,2,0
STU1321,22,81.0,6.08,0,0,82.8,56.3,51.3,87.3,0,0,0
STU1020,20,81.7,6.81,0,0,56.5,59.5,85.3,67.9,0,1,0
STU1685,20,58.2,6.15,0,0,68.1,67.4,52.4,76.1,0,0,0
STU1036,22,84.8,6.96,0,0,88.1,62.2,62.0,70.4,0,0,0
STU1903,20,88.3,6.83,1,0,68.0,47.6,31.3,53.5,0,2,0
STU2779,19,75.1,8.11,4,5,85.1,46.4,44.4,57.2,0,1,0
STU1828,20,99.1,6.55,1,2,69.3,61.7,67.8,66.7,0,1,0
STU2854,21,71.8,5.35,1,1,66.5,35.4,44.7,51.8,1,1,0
STU1408,22,71.7,7.04,1,1,74.9,67.7,74.2,79.8,1,0,0
STU1921,20,67.3,6.46,1,1,77.0,83.6,84.0,60.8,0,0,0
STU1538,22,56.5,7.1,1,1,51.7,60.6,43.8,46.9,0,0,0
STU1759,21,85.0,5.81,1,1,83.2,68.9,62.5,84.6,0,0,0
STU2905,21,56.6,8.52,0,1,83.0,75.8,46.9,90.1,0,2,0
STU2063,20,100.0,5.82,1,2,100.0,87.0,53.7,62.1,0,1,0
STU2200,19,71.0,6.58,1,0,57.4,63.6,55.8,69.9,0,0,1
STU1246,19,68.6,6.77,0,1,97.5,61.4,82.7,92.3,0,2,0
STU2417,23,77.4,7.41,0,0,70.3,35.6,38.6,76.4,0,1,0
STU2128,20,81.0,8.17,1,0,80.2,62.7,74.9,40.5,0,2,0
STU1785,21,80.6,6.87,1,1,71.1,72.4,53.5,60.9,0,1,0
STU2743,21,55.5,7.38,1,2,100.0,81.2,55.7,70.5,1,1,0
STU1490,21,76.0,6.48,0,1,60.9,63.0,61.3,54.6,0,1,0
STU1155,20,78.7,6.11,1,0,52.0,60.8,71.8,44.8,0,0,1
STU1962,21,75.7,7.43,1,2,66.8,77.4,67.5,57.1,0,0,0
STU1854,21,78.9,5.04,0,0,83.7,64.0,69.2,74.7,1,1,0
STU2312,22,83.8,5.77,0,0,100.0,59.5,31.3,74.2,0,0,0
STU1626,20,74.1,7.19,1,1,70.3,63.2,71.4,53.8,0,1,0
STU1686,20,77.7,6.09,1,2,71.8,59.6,52.2,54.7,0,1,0
STU2562,21,77.4,9.29,4,3,96.3,60.3,90.8,80.0,0,1,0
STU1570,21,81.6,7.25,1,2,99.9,54.9,57.0,70.5,0,0,0
STU2909,20,63.5,7.52,0,0,65.0,49.3,58.4,64.8,0,1,0
STU1018,19,68.1,7.77,0,0,58.8,78.5,74.2,66.1,0,0,0
STU1128,19,69.7,6.5,0,0,60.4,84.0,69.2,88.3,1,1,0
STU2347,21,79.1,5.61,0,1,74.6,85.4,60.9,58.5,0,1,0
STU2280,20,71.2,8.78,1,0,47.3,68.2,80.0,73.8,0,2,0
STU2969,20,68.6,6.92,0,0,100.0,48.2,53.5,61.2,0,0,0
STU1928,21,79.3,7.12,1,2,79.4,71.7,54.1,52.1,0,0,0
STU1981,21,74.9,7.39,0,0,69.0,40.6,34.9,58.9,0,0,0
STU2965,20,73.1,8.71,0,0,52.7,71.9,52.2,61.5,0,0,0
STU1191,23,84.7,7.8,3,3,82.0,68.1,63.5,64.8,1,0,0
STU2140,21,99.7,7.27,0,0,87.7,48.6,46.8,66.5,0,0,0
STU1993,23,75.3,6.24,0,0,80.3,66.9,68.2,42.1,0,0,0
STU2956,19,52.0,6.93,0,0,100.0,82.4,42.3,75.2,0,0,0
STU2657,21,73.2,4.85,0,0,97.4,79.5,67.5,77.8,0,0,0
STU1607,21,64.1,5.74,0,0,99.8,52.0,68.6,82.1,0,0,1
STU1181,22,100.0,8.0,2,4,49.8,83.8,53.0,100.0,0,0,0
STU1302,19,65.3,7.9,0,1,70.2,63.9,52.4,39.4,0,2,0
STU1497,18,74.5,6.32,0,0,86.2,52.3,53.5,82.7,1,1,0
STU2721,22,76.6,6.95,0,0,100.0,49.7,80.0,74.0,0,1,0
STU2710,20,72.7,6.0,1,1,70.5,91.5,74.7,44.4,0,1,0
STU2888,21,71.0,8.77,0,1,100.0,64.7,61.6,41.4,1,2,1
STU2992,21,63.6,7.72,0,0,86.8,70.6,69.8,57.2,1,0,1
STU1518,20,93.2,6.64,1,2,44.9,62.5,61.6,62.4,0,0,0
STU2985,19,66.3,4.32,1,0,94.4,85.7,77.0,76.2,0,0,0
STU2070,20,65.9,8.02,1,1,67.6,76.2,35.3,67.0,1,0,0
STU1477,22,51.6,7.06,1,0,75.1,43.5,37.1,91.1,0,0,0
STU1158,22,66.3,8.14,0,0,84.0,80.1,68.6,75.6,0,0,0
STU2244,20,79.1,7.62,1,1,86.2,70.8,79.0,51.2,0,2,0
STU2196,23,88.7,7.74,0,0,73.9,55.4,51.7,60.2,0,1,0
STU1017,21,75.7,8.31,0,0,87.6,76.3,75.8,74.3,0,0,0
STU2536,19,60.0,5.65,2,2,66.6,50.9,48.6,62.3,0,0,1
STU2073,20,57.1,8.71,0,0,57.7,84.5,84.0,52.8,0,1,0
STU2972,20,78.6,6.98,1,1,73.2,65.7,75.9,65.6,0,2,0
STU1547,21,72.3,4.11,0,0,97.4,45.1,80.0,90.4,0,2,0
STU2540,22,66.2,5.59,1,1,47.1,66.2,71.2,43.9,1,0,0
STU1659,22,73.8,6.18,0,0,91.1,76.1,49.9,65.7,0,0,0
STU2626,22,100.0,8.03,2,2,66.6,74.1,56.1,59.1,0,1,0
STU2020,21,51.5,7.68,1,2,59.8,53.8,75.5,90.7,0,1,0
STU2663,20,70.8,6.54,0,2,92.7,95.0,81.4,70.5,0,0,0
STU2505,20,77.9,6.87,1,1,98.5,60.5,39.6,54.8,0,5,0
STU1960,21,99.4,5.9,1,0,48.5,66.2,75.8,79.3,0,1,0
STU2882,22,92.9,6.44,2,1,75.1,55.3,72.4,69.0,0,3,0
STU1284,21,79.3,6.34,0,0,72.4,74.0,55.3,33.9,0,1,0
STU1798,22,72.9,7.65,3,3,88.9,53.4,71.6,65.5,0,0,0
STU2627,18,76.6,7.2,0,0,75.6,60.4,51.4,81.7,1,0,0
STU1226,21,78.8,7.22,0,0,80.2,49.3,51.4,58.0,0,1,0
STU1027,21,82.8,6.16,1,1,100.0,85.1,59.6,60.2,0,0,0
STU2771,20,70.7,8.0,1,0,65.4,68.3,78.0,63.9,0,0,0
STU1438,19,79.3,7.62,1,0,83.1,72.1,51.8,83.7,0,0,0
STU2949,19,75.3,7.85,2,2,91.3,79.8,69.0,67.7,0,2,0
STU2389,21,57.4,5.87,2,2,71.9,81.1,67.5,59.3,1,0,0
STU1230,20,79.3,7.7,0,0,72.4,84.3,39.7,68.7,0,1,0
STU1038,19,88.0,6.78,0,0,100.0,67.9,72.5,52.1,0,0,0
STU1750,19,85.0,5.05,1,1,74.9,58.5,89.6,65.1,1,0,1
STU2046,19,71.5,8.17,1,1,72.6,79.8,20.0,66.6,0,0,0
STU2399,21,53.7,5.04,1,2,94.5,63.8,70.2,93.7,0,0,1
STU1470,19,76.2,5.98,0,0,84.9,49.5,82.8,89.4,0,4,0
STU2693,19,52.7,6.53,1,0,65.7,84.0,57.5,42.1,0,0,1
STU2968,20,63.5,6.72,0,0,61.6,47.4,69.9,59.6,0,0,0
STU1688,22,73.1,5.3,2,1,59.6,67.8,64.0,63.7,0,1,1
STU2844,19,98.2,7.28,1,2,51.1,69.8,81.2,79.7,0,1,0
STU1640,21,69.0,6.19,0,0,74.9,60.0,47.0,75.0,0,0,0
STU2713,21,74.2,7.18,0,0,69.1,69.7,49.1,65.6,0,0,0
STU2219,19,100.0,7.68,1,0,95.6,75.1,81.7,22.8,1,0,0
STU2159,18,58.5,6.18,0,0,67.6,64.8,83.7,77.4,1,1,0
STU2416,19,76.8,5.16,1,0,100.0,54.2,48.9,69.4,0,1,0
STU2528,20,60.1,7.02,0,0,74.3,51.0,61.0,72.3,0,2,0
STU2656,18,80.2,6.63,0,1,71.0,67.0,66.9,26.8,0,1,0
STU2301,21,82.6,6.03,2,2,80.8,60.3,63.5,65.9,1,2,0
STU2823,22,75.2,6.95,1,1,84.4,59.3,85.3,46.6,0,0,0
STU1801,19,72.9,6.83,0,1,69.7,82.3,70.7,55.8,0,0,0
STU2604,19,93.5,7.18,0,2,79.4,62.4,65.0,82.4,0,0,0
STU1161,19,69.7,5.47,0,0,71.5,56.8,38.4,82.1,0,2,0
STU1957,20,82.4,6.88,0,0,70.3,66.8,71.9,79.0,0,1,0
STU2187,20,64.2,7.42,1,1,94.8,83.1,46.0,74.9,1,0,0
STU1822,22,79.6,6.13,0,2,100.0,63.8,63.4,89.0,1,2,0
STU2682,19,82.7,8.7,2,3,67.8,58.1,72.5,49.7,0,3,0
STU1878,20,69.6,7.38,0,0,88.1,63.8,72.6,64.7,0,1,0
STU1914,20,49.2,5.71,1,0,62.2,87.7,54.4,77.8,1,0,0
STU1153,18,65.8,7.18,0,0,54.8,39.5,79.3,58.1,1,1,0
STU2871,22,76.2,6.98,1,1,91.5,54.3,51.6,46.3,0,2,0
STU2777,19,65.1,6.92,0,0,55.3,89.7,71.8,75.4,0,1,0
STU1510,21,72.3,7.41,1,4,74.0,53.2,25.8,60.8,0,2,0
STU2136,22,62.5,6.48,1,0,62.3,70.7,38.4,63.3,0,1,0
STU2251,22,89.8,6.7,0,0,74.5,44.3,61.9,77.3,0,0,0
STU2684,22,70.6,5.92,0,0,69.0,71.5,69.7,75.8,0,1,0
STU1104,21,85.3,8.65,1,0,59.1,83.9,82.6,52.2,0,2,0
STU2446,21,72.1,6.09,1,1,88.3,67.8,68.2,60.9,0,1,0
STU2444,22,71.5,6.75,1,2,70.1,70.4,44.2,69.3,0,2,0
STU1587,19,77.0,7.31,1,2,64.6,52.5,48.3,50.0,0,2,1
STU2769,19,87.1,6.7,0,0,100.0,61.4,75.2,71.7,1,2,0
STU2144,20,79.1,7.88,1,1,69.6,56.1,44.3,94.6,1,1,0
STU1054,20,100.0,6.26,0,0,74.2,59.0,73.9,76.5,0,1,0
STU1152,19,84.8,8.25,0,0,61.9,57.2,72.0,69.1,0,1,0
STU1404,20,67.6,8.35,1,0,76.7,63.3,69.8,57.0,0,1,0
STU2943,19,65.9,7.46,0,0,94.6,69.8,37.5,55.5,0,1,0
STU1208,19,81.3,7.69,2,2,67.7,44.9,67.4,75.9,0,0,0
STU2895,20,83.5,6.83,0,1,48.8,70.2,43.3,82.8,0,1,0
STU2123,20,84.3,6.47,1,1,78.9,88.4,43.4,74.2,0,0,0
STU2891,22,61.4,7.63,1,1,62.6,50.5,53.2,50.4,0,0,0
STU1009,20,90.3,5.96,0,1,86.0,54.3,46.7,62.1,1,1,0
STU2015,19,87.8,7.15,1,1,36.7,95.0,53.3,65.1,0,1,0
STU2907,21,56.9,6.85,0,0,79.3,42.7,58.6,76.6,1,2,0
STU2061,20,90.1,5.75,1,3,66.7,65.7,53.0,84.6,0,2,0
STU1453,23,82.5,5.46,0,0,34.2,67.7,47.9,73.0,0,1,0
STU1254,19,47.4,4.96,4,5,90.1,55.0,66.4,62.0,0,0,1
STU2328,18,76.8,5.99,0,0,77.3,49.0,64.0,57.1,0,0,1
STU1897,20,87.7,7.41,1,2,56.2,60.2,54.3,70.3,0,1,0
STU2734,19,71.5,6.84,1,1,80.5,66.6,90.5,68.6,1,1,0
STU1881,21,79.7,6.26,0,0,75.1,78.0,79.6,100.0,0,1,0
STU2596,21,100.0,7.12,0,0,64.6,71.6,58.1,75.0,0,0,0
STU2889,18,72.9,7.7,0,0,54.5,81.8,82.3,39.6,1,0,0
STU1624,20,78.5,7.65,0,0,78.3,85.4,64.3,55.4,0,0,0
STU1346,18,64.4,7.16,0,0,91.9,89.2,44.7,82.5,0,0,0
STU2703,21,67.1,7.4,1,0,76.8,38.1,52.8,53.7,0,1,0
STU1263,21,77.7,6.33,0,0,66.6,58.4,71.7,46.3,0,1,0
STU2635,21,73.9,6.79,0,0,56.6,36.0,56.6,87.2,0,0,0
STU2322,20,72.2,5.27,0,0,84.5,61.0,78.6,70.4,0,0,0
STU2439,19,72.6,7.12,2,2,93.5,71.0,79.0,43.7,0,2,0
STU1151,20,75.2,6.4,1,0,71.0,63.4,75.5,54.5,0,2,1
STU1473,20,79.9,8.59,1,0,78.0,72.1,71.9,65.9,0,0,0
STU1641,19,83.1,8.32,1,0,93.7,60.3,60.6,68.2,1,0,0
STU2983,21,71.7,6.59,1,0,74.2,33.7,66.4,67.5,0,1,0
STU2883,20,79.9,6.75,0,0,49.5,36.3,68.5,80.0,0,0,0
STU1551,21,55.9,7.79,0,0,89.6,85.8,65.5,44.4,1,0,0
STU2780,22,53.4,6.2,2,2,66.0,65.8,81.4,53.4,0,0,0
STU1929,20,59.8,8.3,0,0,86.6,62.0,84.2,62.4,0,0,0
STU1489,19,92.5,7.23,1,0,78.0,59.9,68.0,63.2,0,1,0
STU2812,18,72.3,7.27,1,3,69.5,69.3,51.7,42.1,0,0,0
STU2172,18,84.3,6.71,0,0,74.9,58.0,41.2,75.5,0,0,0
STU1147,20,64.7,6.89,1,2,80.6,77.9,64.1,95.7,0,0,0
STU2705,21,82.3,5.81,1,2,89.1,54.0,63.0,71.3,0,0,1
STU2929,22,58.8,7.39,0,0,78.8,52.1,53.6,64.5,0,0,0
STU1403,22,79.4,6.11,0,0,65.5,76.4,47.2,68.5,1,1,0
STU1955,20,50.5,7.92,2,1,62.0,70.3,60.8,70.5,1,0,0
